Value,Count,LC20_BPS_220,LC24_SCla_250,nps_4kplus,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL,UNIT_NAME,UNIT_TYPE
10563,10.000000000000000,1815,1,138,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,A,Appalachian National Scenic Trail,National Scenic Trail
10564,15.000000000000000,1818,1,138,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,A,Appalachian National Scenic Trail,National Scenic Trail
10565,1.000000000000000,1825,3,138,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,C,Appalachian National Scenic Trail,National Scenic Trail
10566,58.000000000000000,1819,2,138,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,B,Appalachian National Scenic Trail,National Scenic Trail
10567,966.000000000000000,1814,180,138,13090_53_57,Southern Appalachian Northern Hardwood Forest,Hardwood,681,665,341,169,Agriculture,Appalachian National Scenic Trail,National Scenic Trail
10568,16.000000000000000,1814,2,138,13090_53_57,Southern Appalachian Northern Hardwood Forest,Hardwood,681,665,341,169,B,Appalachian National Scenic Trail,National Scenic Trail
10569,16846.000000000000000,1821,5,138,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,E,Appalachian National Scenic Trail,National Scenic Trail
10570,505.000000000000000,1821,7,138,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,UE,Appalachian National Scenic Trail,National Scenic Trail
10571,389.000000000000000,1821,180,138,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,Agriculture,Appalachian National Scenic Trail,National Scenic Trail
10572,70.000000000000000,1826,180,138,14140_57,Southern Appalachian Grass and Shrub Bald,Grassland,280,341,-9999,154,Agriculture,Appalachian National Scenic Trail,National Scenic Trail
10573,54.000000000000000,1826,7,138,14140_57,Southern Appalachian Grass and Shrub Bald,Grassland,280,341,-9999,154,UE,Appalachian National Scenic Trail,National Scenic Trail
10574,131.000000000000000,1826,4,138,14140_57,Southern Appalachian Grass and Shrub Bald,Grassland,280,341,-9999,154,D,Appalachian National Scenic Trail,National Scenic Trail
10575,1145.000000000000000,1814,1,138,13090_53_57,Southern Appalachian Northern Hardwood Forest,Hardwood,681,665,341,169,A,Appalachian National Scenic Trail,National Scenic Trail
10576,1115.000000000000000,1821,4,138,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,D,Appalachian National Scenic Trail,National Scenic Trail
10577,96.000000000000000,1821,2,138,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,B,Appalachian National Scenic Trail,National Scenic Trail
10578,751.000000000000000,1821,1,138,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,A,Appalachian National Scenic Trail,National Scenic Trail
10579,121.000000000000000,1821,3,138,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,C,Appalachian National Scenic Trail,National Scenic Trail
10580,24.000000000000000,1826,120,138,14140_57,Southern Appalachian Grass and Shrub Bald,Grassland,280,341,-9999,154,Developed,Appalachian National Scenic Trail,National Scenic Trail
10581,93.000000000000000,1815,2,138,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,B,Appalachian National Scenic Trail,National Scenic Trail
10582,21.000000000000000,1822,2,138,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,B,Appalachian National Scenic Trail,National Scenic Trail
10583,291.000000000000000,1821,120,138,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,Developed,Appalachian National Scenic Trail,National Scenic Trail
10584,243.000000000000000,1826,1,138,14140_57,Southern Appalachian Grass and Shrub Bald,Grassland,280,341,-9999,154,A,Appalachian National Scenic Trail,National Scenic Trail
10585,5.000000000000000,1828,4,138,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,-9999,202,168,D,Appalachian National Scenic Trail,National Scenic Trail
10586,33.000000000000000,1822,3,173,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,C,Blue Ridge Parkway,Parkway
10587,131.000000000000000,1819,3,173,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,C,Blue Ridge Parkway,Parkway
10588,41.000000000000000,1819,1,173,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,A,Blue Ridge Parkway,Parkway
10589,7.000000000000000,1819,2,173,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,B,Blue Ridge Parkway,Parkway
10590,14.000000000000000,1823,120,173,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,Developed,Blue Ridge Parkway,Parkway
10591,252.000000000000000,1827,180,173,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Agriculture,Blue Ridge Parkway,Parkway
10592,78.000000000000000,1827,7,173,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,UE,Blue Ridge Parkway,Parkway
10593,182.000000000000000,1827,120,173,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Developed,Blue Ridge Parkway,Parkway
10594,1.000000000000000,1822,2,173,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,B,Blue Ridge Parkway,Parkway
10595,10.000000000000000,1823,4,173,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,D,Blue Ridge Parkway,Parkway
10596,9.000000000000000,1827,6,173,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,UN,Blue Ridge Parkway,Parkway
10597,182.000000000000000,1827,3,173,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,C,Blue Ridge Parkway,Parkway
10598,1.000000000000000,1823,3,173,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,C,Blue Ridge Parkway,Parkway
10599,123.000000000000000,1827,2,173,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,B,Blue Ridge Parkway,Parkway
10600,35477.000000000000000,1814,5,173,13090_53_57,Southern Appalachian Northern Hardwood Forest,Hardwood,681,665,341,169,E,Blue Ridge Parkway,Parkway
10601,73.000000000000000,1804,5,173,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,E,Blue Ridge Parkway,Parkway
10602,168.000000000000000,1805,2,173,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,B,Blue Ridge Parkway,Parkway
10603,6.000000000000000,1804,7,173,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,UE,Blue Ridge Parkway,Parkway
10604,26.000000000000000,1811,2,173,13680_46_48_54_57_59_60_61,Southern Piedmont Dry Oak(-Pine) Forest,Hardwood-Conifer,325,235,5,5,B,Blue Ridge Parkway,Parkway
10605,49.000000000000000,1805,7,173,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,UE,Blue Ridge Parkway,Parkway
10606,8.000000000000000,1813,2,173,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,-9999,202,168,B,Blue Ridge Parkway,Parkway
10607,6.000000000000000,1805,5,173,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,E,Blue Ridge Parkway,Parkway
10608,24.000000000000000,1805,3,173,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,C,Blue Ridge Parkway,Parkway
10609,7.000000000000000,1813,7,173,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,-9999,202,168,UE,Blue Ridge Parkway,Parkway
10610,3.000000000000000,1813,3,173,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,-9999,202,168,C,Blue Ridge Parkway,Parkway
10611,27.000000000000000,1806,5,173,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,E,Blue Ridge Parkway,Parkway
10612,1.000000000000000,1811,5,173,13680_46_48_54_57_59_60_61,Southern Piedmont Dry Oak(-Pine) Forest,Hardwood-Conifer,325,235,5,5,E,Blue Ridge Parkway,Parkway
10613,1.000000000000000,1805,180,173,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,Agriculture,Blue Ridge Parkway,Parkway
10614,1.000000000000000,1809,5,173,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,E,Blue Ridge Parkway,Parkway
10615,2.000000000000000,1813,5,173,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,-9999,202,168,E,Blue Ridge Parkway,Parkway
10616,1.000000000000000,1806,7,173,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,UE,Blue Ridge Parkway,Parkway
10617,4625.000000000000000,1459,120,178,14260_58,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,8,14,-9999,5,Developed,Cape Hatteras National Seashore,National Seashore
10618,54175.000000000000000,1457,6,178,13610_58_60,Central Atlantic Coastal Plain Maritime Forest,Hardwood,357,119,113,50,UN,Cape Hatteras National Seashore,National Seashore
10619,8840.000000000000000,1459,1,178,14260_58,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,8,14,-9999,5,A,Cape Hatteras National Seashore,National Seashore
10620,289.000000000000000,1459,7,178,14260_58,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,8,14,-9999,5,UE,Cape Hatteras National Seashore,National Seashore
10621,1312.000000000000000,1457,7,178,13610_58_60,Central Atlantic Coastal Plain Maritime Forest,Hardwood,357,119,113,50,UE,Cape Hatteras National Seashore,National Seashore
10622,214.000000000000000,1459,5,178,14260_58,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,8,14,-9999,5,E,Cape Hatteras National Seashore,National Seashore
10623,2983.000000000000000,1468,6,178,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,-9999,5,UN,Cape Hatteras National Seashore,National Seashore
10624,1315.000000000000000,1457,4,178,13610_58_60,Central Atlantic Coastal Plain Maritime Forest,Hardwood,357,119,113,50,D,Cape Hatteras National Seashore,National Seashore
10625,976.000000000000000,1459,4,178,14260_58,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,8,14,-9999,5,D,Cape Hatteras National Seashore,National Seashore
10626,2344.000000000000000,1468,1,178,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,-9999,5,A,Cape Hatteras National Seashore,National Seashore
10627,1265.000000000000000,1457,120,178,13610_58_60,Central Atlantic Coastal Plain Maritime Forest,Hardwood,357,119,113,50,Developed,Cape Hatteras National Seashore,National Seashore
10628,5030.000000000000000,1468,4,178,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,-9999,5,D,Cape Hatteras National Seashore,National Seashore
10629,44563.000000000000000,11,111,178,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water,Cape Hatteras National Seashore,National Seashore
10630,119.000000000000000,1463,1,178,14590_58,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Riparian,51,315,14,11,A,Cape Hatteras National Seashore,National Seashore
10631,192.000000000000000,1468,7,178,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,-9999,5,UE,Cape Hatteras National Seashore,National Seashore
10632,121.000000000000000,1465,1,178,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,A,Cape Hatteras National Seashore,National Seashore
10633,21.000000000000000,1463,3,178,14590_58,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Riparian,51,315,14,11,C,Cape Hatteras National Seashore,National Seashore
10634,818.000000000000000,1468,120,178,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,-9999,5,Developed,Cape Hatteras National Seashore,National Seashore
10635,12.000000000000000,1463,120,178,14590_58,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Riparian,51,315,14,11,Developed,Cape Hatteras National Seashore,National Seashore
10636,120.000000000000000,1465,4,178,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,D,Cape Hatteras National Seashore,National Seashore
10637,24.000000000000000,1457,1,178,13610_58_60,Central Atlantic Coastal Plain Maritime Forest,Hardwood,357,119,113,50,A,Cape Hatteras National Seashore,National Seashore
10638,10096.000000000000000,31,132,178,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse,Cape Hatteras National Seashore,National Seashore
10639,24.000000000000000,1465,120,178,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,Developed,Cape Hatteras National Seashore,National Seashore
10640,12.000000000000000,1457,3,178,13610_58_60,Central Atlantic Coastal Plain Maritime Forest,Hardwood,357,119,113,50,C,Cape Hatteras National Seashore,National Seashore
10641,43.000000000000000,1455,1,178,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,A,Cape Hatteras National Seashore,National Seashore
10642,39.000000000000000,1455,120,178,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,Developed,Cape Hatteras National Seashore,National Seashore
10643,12.000000000000000,1455,2,178,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,B,Cape Hatteras National Seashore,National Seashore
10644,9.000000000000000,1465,7,178,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,UE,Cape Hatteras National Seashore,National Seashore
10645,5.000000000000000,1463,7,178,14590_58,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Riparian,51,315,14,11,UE,Cape Hatteras National Seashore,National Seashore
10646,2.000000000000000,1459,180,178,14260_58,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,8,14,-9999,5,Agriculture,Cape Hatteras National Seashore,National Seashore
10647,3.000000000000000,1457,180,178,13610_58_60,Central Atlantic Coastal Plain Maritime Forest,Hardwood,357,119,113,50,Agriculture,Cape Hatteras National Seashore,National Seashore
10648,2.000000000000000,1459,2,178,14260_58,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,8,14,-9999,5,B,Cape Hatteras National Seashore,National Seashore
10649,542116.000000000000000,11,111,310,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water,Channel Islands National Park,National Park
10650,12437.000000000000000,31,132,310,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse,Channel Islands National Park,National Park
10651,98985.000000000000000,941,7,310,10920_4,Southern California Coastal Scrub,Shrubland,150,-9999,-9999,150,UE,Channel Islands National Park,National Park
10652,264.000000000000000,951,132,310,11130_4,California Coastal Live Oak Woodland and Savanna,Hardwood,175,31,27,13,Barren or Sparse,Channel Islands National Park,National Park
10653,6603.000000000000000,951,7,310,11130_4,California Coastal Live Oak Woodland and Savanna,Hardwood,175,31,27,13,UE,Channel Islands National Park,National Park
10654,2857.000000000000000,943,7,310,10970_4_5,California Mesic Chaparral,Shrubland,79,-9999,-9999,79,UE,Channel Islands National Park,National Park
10655,6910.000000000000000,941,132,310,10920_4,Southern California Coastal Scrub,Shrubland,150,-9999,-9999,150,Barren or Sparse,Channel Islands National Park,National Park
10656,17520.000000000000000,951,1,310,11130_4,California Coastal Live Oak Woodland and Savanna,Hardwood,175,31,27,13,A,Channel Islands National Park,National Park
10657,15086.000000000000000,953,7,310,11180_4,Southern California Oak Woodland and Savanna,Hardwood,173,43,30,16,UE,Channel Islands National Park,National Park
10658,66407.000000000000000,941,1,310,10920_4,Southern California Coastal Scrub,Shrubland,150,-9999,-9999,150,A,Channel Islands National Park,National Park
10659,388.000000000000000,953,132,310,11180_4,Southern California Oak Woodland and Savanna,Hardwood,173,43,30,16,Barren or Sparse,Channel Islands National Park,National Park
10660,27436.000000000000000,953,1,310,11180_4,Southern California Oak Woodland and Savanna,Hardwood,173,43,30,16,A,Channel Islands National Park,National Park
10661,211800.000000000000000,941,2,310,10920_4,Southern California Coastal Scrub,Shrubland,150,-9999,-9999,150,B,Channel Islands National Park,National Park
10662,20335.000000000000000,943,1,310,10970_4_5,California Mesic Chaparral,Shrubland,79,-9999,-9999,79,A,Channel Islands National Park,National Park
10663,563.000000000000000,943,132,310,10970_4_5,California Mesic Chaparral,Shrubland,79,-9999,-9999,79,Barren or Sparse,Channel Islands National Park,National Park
10664,117.000000000000000,950,132,310,11120_4_5,California Central Valley Mixed Oak Savanna,Hardwood,181,96,14,11,Barren or Sparse,Channel Islands National Park,National Park
10665,1360.000000000000000,928,1,310,10140_4_5,Central and Southern California Mixed Evergreen Woodland,Hardwood,335,34,10,8,A,Channel Islands National Park,National Park
10666,220.000000000000000,928,7,310,10140_4_5,Central and Southern California Mixed Evergreen Woodland,Hardwood,335,34,10,8,UE,Channel Islands National Park,National Park
10667,4884.000000000000000,955,2,310,11290_4_5,California Central Valley and Southern Coastal Grassland,Grassland,4,-9999,-9999,4,B,Channel Islands National Park,National Park
10668,848.000000000000000,962,1,310,11770_4,California Coastal Closed-Cone Conifer Forest and Woodland,Conifer,40,341,-9999,36,A,Channel Islands National Park,National Park
10669,285.000000000000000,962,7,310,11770_4,California Coastal Closed-Cone Conifer Forest and Woodland,Conifer,40,341,-9999,36,UE,Channel Islands National Park,National Park
10670,2949.000000000000000,941,120,310,10920_4,Southern California Coastal Scrub,Shrubland,150,-9999,-9999,150,Developed,Channel Islands National Park,National Park
10671,7221.000000000000000,949,1,310,11100_4,Southern California Dry-Mesic Chaparral,Shrubland,51,-9999,-9999,51,A,Channel Islands National Park,National Park
10672,1448.000000000000000,949,2,310,11100_4,Southern California Dry-Mesic Chaparral,Shrubland,51,-9999,-9999,51,B,Channel Islands National Park,National Park
10673,65.000000000000000,951,120,310,11130_4,California Coastal Live Oak Woodland and Savanna,Hardwood,175,31,27,13,Developed,Channel Islands National Park,National Park
10674,5520.000000000000000,949,7,310,11100_4,Southern California Dry-Mesic Chaparral,Shrubland,51,-9999,-9999,51,UE,Channel Islands National Park,National Park
10675,1615.000000000000000,928,2,310,10140_4_5,Central and Southern California Mixed Evergreen Woodland,Hardwood,335,34,10,8,B,Channel Islands National Park,National Park
10676,12177.000000000000000,941,3,310,10920_4,Southern California Coastal Scrub,Shrubland,150,-9999,-9999,150,C,Channel Islands National Park,National Park
10677,73.000000000000000,962,132,310,11770_4,California Coastal Closed-Cone Conifer Forest and Woodland,Conifer,40,341,-9999,36,Barren or Sparse,Channel Islands National Park,National Park
10678,192.000000000000000,949,132,310,11100_4,Southern California Dry-Mesic Chaparral,Shrubland,51,-9999,-9999,51,Barren or Sparse,Channel Islands National Park,National Park
10679,13362.000000000000000,959,1,310,11520_4_5,California Montane Riparian Systems,Riparian,100,76,-9999,43,A,Channel Islands National Park,National Park
10680,716.000000000000000,955,6,310,11290_4_5,California Central Valley and Southern Coastal Grassland,Grassland,4,-9999,-9999,4,UN,Channel Islands National Park,National Park
10681,3521.000000000000000,955,7,310,11290_4_5,California Central Valley and Southern Coastal Grassland,Grassland,4,-9999,-9999,4,UE,Channel Islands National Park,National Park
10682,1496.000000000000000,959,7,310,11520_4_5,California Montane Riparian Systems,Riparian,100,76,-9999,43,UE,Channel Islands National Park,National Park
10683,65.000000000000000,944,7,310,10980_4,California Montane Woodland and Chaparral,Shrubland,58,121,-9999,39,UE,Channel Islands National Park,National Park
10684,964.000000000000000,944,1,310,10980_4,California Montane Woodland and Chaparral,Shrubland,58,121,-9999,39,A,Channel Islands National Park,National Park
10685,65.000000000000000,955,1,310,11290_4_5,California Central Valley and Southern Coastal Grassland,Grassland,4,-9999,-9999,4,A,Channel Islands National Park,National Park
10686,161.000000000000000,961,6,310,11630_3_4_5,Pacific Coastal Marsh Systems,Riparian,15,35,-9999,11,UN,Channel Islands National Park,National Park
10687,65.000000000000000,961,7,310,11630_3_4_5,Pacific Coastal Marsh Systems,Riparian,15,35,-9999,11,UE,Channel Islands National Park,National Park
10688,4063.000000000000000,943,2,310,10970_4_5,California Mesic Chaparral,Shrubland,79,-9999,-9999,79,B,Channel Islands National Park,National Park
10689,56.000000000000000,951,2,310,11130_4,California Coastal Live Oak Woodland and Savanna,Hardwood,175,31,27,13,B,Channel Islands National Park,National Park
10690,84.000000000000000,953,2,310,11180_4,Southern California Oak Woodland and Savanna,Hardwood,173,43,30,16,B,Channel Islands National Park,National Park
10691,1869.000000000000000,941,6,310,10920_4,Southern California Coastal Scrub,Shrubland,150,-9999,-9999,150,UN,Channel Islands National Park,National Park
10692,771.000000000000000,951,3,310,11130_4,California Coastal Live Oak Woodland and Savanna,Hardwood,175,31,27,13,C,Channel Islands National Park,National Park
10693,1.000000000000000,928,132,310,10140_4_5,Central and Southern California Mixed Evergreen Woodland,Hardwood,335,34,10,8,Barren or Sparse,Channel Islands National Park,National Park
10694,93.000000000000000,959,132,310,11520_4_5,California Montane Riparian Systems,Riparian,100,76,-9999,43,Barren or Sparse,Channel Islands National Park,National Park
10695,3680.000000000000000,953,3,310,11180_4,Southern California Oak Woodland and Savanna,Hardwood,173,43,30,16,C,Channel Islands National Park,National Park
10696,15.000000000000000,949,6,310,11100_4,Southern California Dry-Mesic Chaparral,Shrubland,51,-9999,-9999,51,UN,Channel Islands National Park,National Park
10697,122.000000000000000,943,120,310,10970_4_5,California Mesic Chaparral,Shrubland,79,-9999,-9999,79,Developed,Channel Islands National Park,National Park
10698,14.000000000000000,961,120,310,11630_3_4_5,Pacific Coastal Marsh Systems,Riparian,15,35,-9999,11,Developed,Channel Islands National Park,National Park
10699,3195576.000000000000000,501,1,323,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,A,Mojave National Preserve,National Preserve
10700,353882.000000000000000,523,1,323,11552_13_14_15,North American Warm Desert Riparian Systems-Stringers,Riparian,735,-9999,-9999,735,A,Mojave National Preserve,National Preserve
10701,653409.000000000000000,501,2,323,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,B,Mojave National Preserve,National Preserve
10702,945872.000000000000000,488,132,323,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Mojave National Preserve,National Preserve
10703,60486.000000000000000,501,7,323,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,UE,Mojave National Preserve,National Preserve
10704,814809.000000000000000,503,2,323,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,B,Mojave National Preserve,National Preserve
10705,164149.000000000000000,385,132,323,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Mojave National Preserve,National Preserve
10706,783.000000000000000,503,6,323,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,UN,Mojave National Preserve,National Preserve
10707,13693.000000000000000,501,120,323,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,Developed,Mojave National Preserve,National Preserve
10708,800.000000000000000,523,120,323,11552_13_14_15,North American Warm Desert Riparian Systems-Stringers,Riparian,735,-9999,-9999,735,Developed,Mojave National Preserve,National Preserve
10709,573.000000000000000,523,2,323,11552_13_14_15,North American Warm Desert Riparian Systems-Stringers,Riparian,735,-9999,-9999,735,B,Mojave National Preserve,National Preserve
10710,3454.000000000000000,523,3,323,11552_13_14_15,North American Warm Desert Riparian Systems-Stringers,Riparian,735,-9999,-9999,735,C,Mojave National Preserve,National Preserve
10711,5439.000000000000000,488,120,323,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Developed,Mojave National Preserve,National Preserve
10712,97657.000000000000000,492,3,323,10190_13_14,Great Basin Pinyon-Juniper Woodland,Conifer,474,337,780,157,C,Mojave National Preserve,National Preserve
10713,2514.000000000000000,492,1,323,10190_13_14,Great Basin Pinyon-Juniper Woodland,Conifer,474,337,780,157,A,Mojave National Preserve,National Preserve
10714,32374.000000000000000,492,4,323,10190_13_14,Great Basin Pinyon-Juniper Woodland,Conifer,474,337,780,157,D,Mojave National Preserve,National Preserve
10715,23595.000000000000000,492,2,323,10190_13_14,Great Basin Pinyon-Juniper Woodland,Conifer,474,337,780,157,B,Mojave National Preserve,National Preserve
10716,91132.000000000000000,522,1,323,11550_13_14,North American Warm Desert Riparian Systems,Riparian,785,23,-9999,23,A,Mojave National Preserve,National Preserve
10717,3681.000000000000000,503,120,323,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,Developed,Mojave National Preserve,National Preserve
10718,202.000000000000000,492,132,323,10190_13_14,Great Basin Pinyon-Juniper Woodland,Conifer,474,337,780,157,Barren or Sparse,Mojave National Preserve,National Preserve
10719,17.000000000000000,521,2,323,11540_13,Inter-Mountain Basins Montane Riparian Systems,Riparian,68,-9999,-9999,68,B,Mojave National Preserve,National Preserve
10720,5.000000000000000,521,3,323,11540_13,Inter-Mountain Basins Montane Riparian Systems,Riparian,68,-9999,-9999,68,C,Mojave National Preserve,National Preserve
10721,191.000000000000000,508,2,323,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,B,Mojave National Preserve,National Preserve
10722,18.000000000000000,495,3,323,10540_13_14,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,254,39,28,15,C,Mojave National Preserve,National Preserve
10723,287.000000000000000,508,1,323,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,A,Mojave National Preserve,National Preserve
10724,880.000000000000000,492,7,323,10190_13_14,Great Basin Pinyon-Juniper Woodland,Conifer,474,337,780,157,UE,Mojave National Preserve,National Preserve
10725,7.000000000000000,494,3,323,10520_13,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,214,191,64,39,C,Mojave National Preserve,National Preserve
10726,124.000000000000000,513,5,323,11150_13,Inter-Mountain Basins Juniper Savanna,Conifer,807,427,567,187,E,Mojave National Preserve,National Preserve
10727,6.000000000000000,513,1,323,11150_13,Inter-Mountain Basins Juniper Savanna,Conifer,807,427,567,187,A,Mojave National Preserve,National Preserve
10728,36.000000000000000,513,3,323,11150_13,Inter-Mountain Basins Juniper Savanna,Conifer,807,427,567,187,C,Mojave National Preserve,National Preserve
10729,13.000000000000000,513,4,323,11150_13,Inter-Mountain Basins Juniper Savanna,Conifer,807,427,567,187,D,Mojave National Preserve,National Preserve
