Value,Count,LC20_BPS_220,LC24_SCla_250,nps_4kplus,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL,UNIT_NAME,UNIT_TYPE
10730,601513.000000000000000,31,132,323,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse,Mojave National Preserve,National Preserve
10731,15.000000000000000,499,3,323,10800_13_14,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,111,-9999,-9999,111,C,Mojave National Preserve,National Preserve
10732,2.000000000000000,513,2,323,11150_13,Inter-Mountain Basins Juniper Savanna,Conifer,807,427,567,187,B,Mojave National Preserve,National Preserve
10733,1852.000000000000000,501,132,323,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,Barren or Sparse,Mojave National Preserve,National Preserve
10734,141.000000000000000,510,1,323,11070_13,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,152,52,-9999,39,A,Mojave National Preserve,National Preserve
10735,6.000000000000000,494,2,323,10520_13,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,214,191,64,39,B,Mojave National Preserve,National Preserve
10736,3.000000000000000,494,5,323,10520_13,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,214,191,64,39,E,Mojave National Preserve,National Preserve
10737,6.000000000000000,496,4,323,10610_13,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,81,55,-9999,33,D,Mojave National Preserve,National Preserve
10738,3.000000000000000,499,5,323,10800_13_14,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,111,-9999,-9999,111,E,Mojave National Preserve,National Preserve
10739,465.000000000000000,523,132,323,11552_13_14_15,North American Warm Desert Riparian Systems-Stringers,Riparian,735,-9999,-9999,735,Barren or Sparse,Mojave National Preserve,National Preserve
10740,4.000000000000000,521,1,323,11540_13,Inter-Mountain Basins Montane Riparian Systems,Riparian,68,-9999,-9999,68,A,Mojave National Preserve,National Preserve
10741,245.000000000000000,522,120,323,11550_13_14,North American Warm Desert Riparian Systems,Riparian,785,23,-9999,23,Developed,Mojave National Preserve,National Preserve
10742,3475.000000000000000,523,7,323,11552_13_14_15,North American Warm Desert Riparian Systems-Stringers,Riparian,735,-9999,-9999,735,UE,Mojave National Preserve,National Preserve
10743,696.000000000000000,385,120,323,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Developed,Mojave National Preserve,National Preserve
10744,61352.000000000000000,503,132,323,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,Barren or Sparse,Mojave National Preserve,National Preserve
10745,3268.000000000000000,503,7,323,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,UE,Mojave National Preserve,National Preserve
10746,474.000000000000000,522,7,323,11550_13_14,North American Warm Desert Riparian Systems,Riparian,785,23,-9999,23,UE,Mojave National Preserve,National Preserve
10747,29.000000000000000,518,120,323,11350_13_14,Inter-Mountain Basins Semi-Desert Grassland,Grassland,119,-9999,-9999,119,Developed,Mojave National Preserve,National Preserve
10748,156.000000000000000,518,2,323,11350_13_14,Inter-Mountain Basins Semi-Desert Grassland,Grassland,119,-9999,-9999,119,B,Mojave National Preserve,National Preserve
10749,1.000000000000000,518,7,323,11350_13_14,Inter-Mountain Basins Semi-Desert Grassland,Grassland,119,-9999,-9999,119,UE,Mojave National Preserve,National Preserve
10750,1.000000000000000,519,3,323,11450_13,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,159,-9999,32,C,Mojave National Preserve,National Preserve
10751,64.000000000000000,522,132,323,11550_13_14,North American Warm Desert Riparian Systems,Riparian,785,23,-9999,23,Barren or Sparse,Mojave National Preserve,National Preserve
10752,18.000000000000000,503,1,323,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,A,Mojave National Preserve,National Preserve
10753,35.000000000000000,11,111,323,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water,Mojave National Preserve,National Preserve
10754,1.000000000000000,496,7,323,10610_13,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,81,55,-9999,33,UE,Mojave National Preserve,National Preserve
10755,1.000000000000000,512,6,323,11090_4_13,Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrubland,1284,-9999,-9999,1284,UN,Mojave National Preserve,National Preserve
10756,1.000000000000000,508,7,323,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50,-9999,-9999,50,UE,Mojave National Preserve,National Preserve
10757,1.000000000000000,495,5,323,10540_13_14,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,254,39,28,15,E,Mojave National Preserve,National Preserve
10758,36.000000000000000,495,1,323,10540_13_14,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,254,39,28,15,A,Mojave National Preserve,National Preserve
10759,11.000000000000000,495,4,323,10540_13_14,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,254,39,28,15,D,Mojave National Preserve,National Preserve
10760,2.000000000000000,494,4,323,10520_13,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,214,191,64,39,D,Mojave National Preserve,National Preserve
10761,4.000000000000000,501,6,323,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,UN,Mojave National Preserve,National Preserve
10762,3.000000000000000,500,2,323,10810_6_12_13_17,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,1978,-9999,-9999,1978,B,Mojave National Preserve,National Preserve
10763,8.000000000000000,492,120,323,10190_13_14,Great Basin Pinyon-Juniper Woodland,Conifer,474,337,780,157,Developed,Mojave National Preserve,National Preserve
10764,7114.000000000000000,501,2,417,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,B,Castle Mountains National Monument,National Monument
10765,70369.000000000000000,501,1,417,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,A,Castle Mountains National Monument,National Monument
10766,8686.000000000000000,523,1,417,11552_13_14_15,North American Warm Desert Riparian Systems-Stringers,Riparian,735,-9999,-9999,735,A,Castle Mountains National Monument,National Monument
10767,30.000000000000000,523,7,417,11552_13_14_15,North American Warm Desert Riparian Systems-Stringers,Riparian,735,-9999,-9999,735,UE,Castle Mountains National Monument,National Monument
10768,90.000000000000000,501,7,417,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,UE,Castle Mountains National Monument,National Monument
10769,6339.000000000000000,522,1,417,11550_13_14,North American Warm Desert Riparian Systems,Riparian,785,23,-9999,23,A,Castle Mountains National Monument,National Monument
10770,6.000000000000000,522,7,417,11550_13_14,North American Warm Desert Riparian Systems,Riparian,785,23,-9999,23,UE,Castle Mountains National Monument,National Monument
10771,72.000000000000000,488,132,417,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Castle Mountains National Monument,National Monument
10772,2.000000000000000,501,132,417,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,Barren or Sparse,Castle Mountains National Monument,National Monument
10773,955.000000000000000,385,132,417,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Castle Mountains National Monument,National Monument
10774,12.000000000000000,503,6,417,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,UN,Castle Mountains National Monument,National Monument
10775,140.000000000000000,503,2,417,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,B,Castle Mountains National Monument,National Monument
10776,41.000000000000000,31,132,417,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse,Castle Mountains National Monument,National Monument
10777,2.000000000000000,494,1,323,10520_13,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,214,191,64,39,A,Mojave National Preserve,National Preserve
10778,1.000000000000000,494,7,323,10520_13,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,214,191,64,39,UE,Mojave National Preserve,National Preserve
10779,1.000000000000000,385,120,417,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Developed,Castle Mountains National Monument,National Monument
10780,1.000000000000000,498,2,323,10790_13,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,99,727,-9999,87,B,Mojave National Preserve,National Preserve
10781,2.000000000000000,495,2,323,10540_13_14,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,254,39,28,15,B,Mojave National Preserve,National Preserve
10782,1.000000000000000,495,7,323,10540_13_14,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,254,39,28,15,UE,Mojave National Preserve,National Preserve
10783,2.000000000000000,501,6,322,10820_4_13,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,399,-9999,-9999,399,UN,Lake Mead National Recreation Area,National Recreation Area
10784,8.000000000000000,522,3,323,11550_13_14,North American Warm Desert Riparian Systems,Riparian,785,23,-9999,23,C,Mojave National Preserve,National Preserve
10785,1.000000000000000,385,120,322,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Developed,Lake Mead National Recreation Area,National Recreation Area
10786,10.000000000000000,505,1,322,10910_13_14,Sonoran Mid-Elevation Desert Scrub,Shrubland,104,-9999,-9999,104,A,Lake Mead National Recreation Area,National Recreation Area
10787,13.000000000000000,505,7,322,10910_13_14,Sonoran Mid-Elevation Desert Scrub,Shrubland,104,-9999,-9999,104,UE,Lake Mead National Recreation Area,National Recreation Area
10788,10.000000000000000,505,6,322,10910_13_14,Sonoran Mid-Elevation Desert Scrub,Shrubland,104,-9999,-9999,104,UN,Lake Mead National Recreation Area,National Recreation Area
10789,3.000000000000000,505,3,322,10910_13_14,Sonoran Mid-Elevation Desert Scrub,Shrubland,104,-9999,-9999,104,C,Lake Mead National Recreation Area,National Recreation Area
10790,6.000000000000000,505,120,322,10910_13_14,Sonoran Mid-Elevation Desert Scrub,Shrubland,104,-9999,-9999,104,Developed,Lake Mead National Recreation Area,National Recreation Area
10791,20.000000000000000,534,2,322,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329,-9999,-9999,329,B,Lake Mead National Recreation Area,National Recreation Area
10792,3.000000000000000,525,132,322,10040,North American Warm Desert Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Lake Mead National Recreation Area,National Recreation Area
10793,1.000000000000000,523,180,322,11552_13_14_15,North American Warm Desert Riparian Systems-Stringers,Riparian,735,-9999,-9999,735,Agriculture,Lake Mead National Recreation Area,National Recreation Area
10794,1.000000000000000,1212,7,322,11550_15,North American Warm Desert Riparian Systems,Riparian,777,83,-9999,75,UE,Lake Mead National Recreation Area,National Recreation Area
10795,3.000000000000000,406,120,322,10930_13_15_16_23_24_28,Southern Colorado Plateau Sand Shrubland,Shrubland,220,-9999,-9999,220,Developed,Lake Mead National Recreation Area,National Recreation Area
10796,1.000000000000000,1204,132,322,11090_15_25,Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrubland,1049,-9999,-9999,1049,Barren or Sparse,Lake Mead National Recreation Area,National Recreation Area
10797,113.000000000000000,1199,2,322,10910_15,Sonoran Mid-Elevation Desert Scrub,Shrubland,355,-9999,-9999,355,B,Lake Mead National Recreation Area,National Recreation Area
10798,6.000000000000000,1205,6,315,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,Conifer,333,218,126,64,UN,Grand Canyon National Park,National Park
10799,78.000000000000000,1207,132,315,11170_13_15_28,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,368,-9999,11,11,Barren or Sparse,Grand Canyon National Park,National Park
10800,1.000000000000000,1114,7,315,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,Conifer,435,195,2265,127,UE,Grand Canyon National Park,National Park
10801,2.000000000000000,1124,7,315,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,UE,Grand Canyon National Park,National Park
10802,1235.000000000000000,1139,3,315,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,C,Grand Canyon National Park,National Park
10803,237.000000000000000,1139,2,315,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,B,Grand Canyon National Park,National Park
10804,26.000000000000000,1139,1,315,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,A,Grand Canyon National Park,National Park
10805,1.000000000000000,404,180,315,10780_15,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrubland,282,-9999,-9999,282,Agriculture,Grand Canyon National Park,National Park
10806,1.000000000000000,1124,1,315,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,A,Grand Canyon National Park,National Park
10807,91.000000000000000,1135,1,315,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,158,80,9,8,A,Grand Canyon National Park,National Park
10808,4.000000000000000,1210,120,315,11350_15_28,Inter-Mountain Basins Semi-Desert Grassland,Grassland,77,37,-9999,25,Developed,Grand Canyon National Park,National Park
10809,1.000000000000000,1139,7,315,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,UE,Grand Canyon National Park,National Park
10810,1.000000000000000,404,6,315,10780_15,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrubland,282,-9999,-9999,282,UN,Grand Canyon National Park,National Park
10811,1.000000000000000,1137,4,315,11210_24,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,10,-9999,42,8,D,Grand Canyon National Park,National Park
10812,3.000000000000000,1129,7,315,10930_13_15_16_23_24_28,Southern Colorado Plateau Sand Shrubland,Shrubland,220,-9999,-9999,220,UE,Grand Canyon National Park,National Park
10813,12.000000000000000,1207,7,315,11170_13_15_28,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,368,-9999,11,11,UE,Grand Canyon National Park,National Park
10814,15.000000000000000,1207,120,315,11170_13_15_28,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,368,-9999,11,11,Developed,Grand Canyon National Park,National Park
10815,1.000000000000000,1142,1,315,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,-9999,-9999,208,A,Grand Canyon National Park,National Park
10816,3.000000000000000,1142,2,315,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,-9999,-9999,208,B,Grand Canyon National Park,National Park
10817,9045.000000000000000,1128,3,296,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,C,Wupatki National Monument,National Monument
10818,2102.000000000000000,1140,132,296,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,Barren or Sparse,Wupatki National Monument,National Monument
10819,37009.000000000000000,1128,2,296,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,B,Wupatki National Monument,National Monument
10820,15380.000000000000000,397,1,296,11080_4_5_13_14_15_24_25,Sonora-Mojave Semi-Desert Chaparral,Shrubland,81,-9999,-9999,81,A,Wupatki National Monument,National Monument
10821,2833.000000000000000,1129,2,296,10930_13_15_16_23_24_28,Southern Colorado Plateau Sand Shrubland,Shrubland,220,-9999,-9999,220,B,Wupatki National Monument,National Monument
10822,17907.000000000000000,1140,3,296,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,Grassland,25,-9999,-9999,25,C,Wupatki National Monument,National Monument
10823,3465.000000000000000,1111,132,296,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse,Wupatki National Monument,National Monument
10824,1610.000000000000000,1128,1,296,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,616,-9999,-9999,616,A,Wupatki National Monument,National Monument
